X.query,GOs,Term,Annotated,Significant,Expected,Fisher,ontology,sig.prop,moduleColor,hpf_1,hpf_4,hpf_9,hpf_14,hpf_22,hpf_28,hpf_48,hpf_72,hpf_1.1,hpf_4.1,hpf_9.1,hpf_14.1,hpf_22.1,hpf_28.1,hpf_48.1,hpf_72.1,Group
Montipora_capitata_HIv3___RNAseq.g40850.t1,GO:0046034,ATP metabolic process,191,107,73.44,3.20E-06,Biological Processes,0.5602094241,brown,-0.2810420302,-0.3238693528,-0.4384402973,-0.2662856195,0.01665906706,0.1575593557,0.6284127969,0.4874684155,0.1324701742,0.08082197904,0.01537042066,0.154920866,0.9303740923,0.4056738723,0.0002003475977,0.006289184964,MajorWave
Montipora_capitata_HIv3___TS.g28019.t1,GO:0044248,cellular catabolic process,1678,696,645.21,0.00288,Biological Processes,0.4147794994,black,0.1317462425,-0.4892583354,-0.1140592657,-0.09419778635,-0.1524928877,-0.06110888801,0.09743645222,0.6172787625,0.4876972151,0.006072311427,0.548408591,0.6205135293,0.4211263694,0.7483734134,0.6084927884,0.0002794151725,MajorWave
Montipora_capitata_HIv3___TS.g37051.t2,GO:0019371,cyclooxygenase pathway,36,25,13.84,0.00016,Biological Processes,0.6944444444,black,-0.3278855953,-0.3108712641,-0.270576441,-0.4043979898,0.08756081128,0.1586238025,0.380938379,0.6687226627,0.07691692607,0.09450810448,0.1481291655,0.02665654761,0.6454464383,0.4024685857,0.0378136812,5.36E-05,MajorWave
Montipora_capitata_HIv3___TS.g37051.t2,GO:0030644,intracellular chloride ion homeostasis,34,22,13.07,0.0017,Biological Processes,0.6470588235,black,-0.3278855953,-0.3108712641,-0.270576441,-0.4043979898,0.08756081128,0.1586238025,0.380938379,0.6687226627,0.07691692607,0.09450810448,0.1481291655,0.02665654761,0.6454464383,0.4024685857,0.0378136812,5.36E-05,MajorWave
Montipora_capitata_HIv3___TS.g37051.t2,GO:0045471,response to ethanol,198,92,76.13,0.00165,Biological Processes,0.4646464646,black,-0.3278855953,-0.3108712641,-0.270576441,-0.4043979898,0.08756081128,0.1586238025,0.380938379,0.6687226627,0.07691692607,0.09450810448,0.1481291655,0.02665654761,0.6454464383,0.4024685857,0.0378136812,5.36E-05,MajorWave
Montipora_capitata_HIv3___TS.g37051.t2,GO:0070542,response to fatty acid,92,46,35.38,0.00283,Biological Processes,0.5,black,-0.3278855953,-0.3108712641,-0.270576441,-0.4043979898,0.08756081128,0.1586238025,0.380938379,0.6687226627,0.07691692607,0.09450810448,0.1481291655,0.02665654761,0.6454464383,0.4024685857,0.0378136812,5.36E-05,MajorWave
Montipora_capitata_HIv3___TS.g37051.t2,GO:1901570,fatty acid derivative biosynthetic process,96,53,36.91,0.00525,Biological Processes,0.5520833333,black,-0.3278855953,-0.3108712641,-0.270576441,-0.4043979898,0.08756081128,0.1586238025,0.380938379,0.6687226627,0.07691692607,0.09450810448,0.1481291655,0.02665654761,0.6454464383,0.4024685857,0.0378136812,5.36E-05,MajorWave
Montipora_capitata_HIv3___TS.g37051.t2,GO:1903524,positive regulation of blood circulation,79,37,30.38,0.00167,Biological Processes,0.4683544304,black,-0.3278855953,-0.3108712641,-0.270576441,-0.4043979898,0.08756081128,0.1586238025,0.380938379,0.6687226627,0.07691692607,0.09450810448,0.1481291655,0.02665654761,0.6454464383,0.4024685857,0.0378136812,5.36E-05,MajorWave
Montipora_capitata_HIv3___RNAseq.g6642.t1,GO:0043312,neutrophil degranulation,321,175,123.43,2.20E-09,Biological Processes,0.5451713396,brown,-0.3721355794,-0.2479184309,-0.4050397901,-0.3519150417,0.2945501336,0.4240679794,0.4551464085,0.2239379101,0.04286227673,0.1865217857,0.02639406965,0.05650391507,0.1140957041,0.01951956975,0.01149645787,0.2341951653,MajorWave
Montipora_capitata_HIv3___RNAseq.g6642.t1,GO:0044248,cellular catabolic process,1678,696,645.21,0.00288,Biological Processes,0.4147794994,brown,-0.3721355794,-0.2479184309,-0.4050397901,-0.3519150417,0.2945501336,0.4240679794,0.4551464085,0.2239379101,0.04286227673,0.1865217857,0.02639406965,0.05650391507,0.1140957041,0.01951956975,0.01149645787,0.2341951653,MajorWave
Montipora_capitata_HIv3___RNAseq.33576_t,GO:0006886,intracellular protein transport,782,317,300.69,4.50E-06,Biological Processes,0.405370844,black,-0.09564364804,-0.1728723602,-0.1909018285,-0.1595609241,-0.3389120186,-0.2859515741,0.387927165,0.8020137495,0.6151349309,0.3609629998,0.3122486478,0.3996586234,0.06694117441,0.1255571996,0.03415567056,9.91E-08,MajorWave
Montipora_capitata_HIv3___RNAseq.33576_t,GO:0015833,peptide transport,1173,479,451.04,0.00521,Biological Processes,0.4083546462,black,-0.09564364804,-0.1728723602,-0.1909018285,-0.1595609241,-0.3389120186,-0.2859515741,0.387927165,0.8020137495,0.6151349309,0.3609629998,0.3122486478,0.3996586234,0.06694117441,0.1255571996,0.03415567056,9.91E-08,MajorWave
Montipora_capitata_HIv3___RNAseq.33576_t,GO:0044248,cellular catabolic process,1678,696,645.21,0.00288,Biological Processes,0.4147794994,black,-0.09564364804,-0.1728723602,-0.1909018285,-0.1595609241,-0.3389120186,-0.2859515741,0.387927165,0.8020137495,0.6151349309,0.3609629998,0.3122486478,0.3996586234,0.06694117441,0.1255571996,0.03415567056,9.91E-08,MajorWave
Montipora_capitata_HIv3___RNAseq.g1701.t1,GO:0018279,protein N-linked glycosylation via asparagine,44,25,16.92,0.00261,Biological Processes,0.5681818182,brown,-0.001848533295,-0.2521618436,-0.02378139519,-0.2735841225,-0.1739654874,0.4844158512,0.2482030061,0.02000711976,0.9922649501,0.1788504904,0.9007304343,0.1434984043,0.3578875125,0.006674241687,0.1860002552,0.9164254664,MajorWave
Montipora_capitata_HIv3___RNAseq.g1701.t1,GO:0035010,encapsulation of foreign target,32,22,12.3,0.00278,Biological Processes,0.6875,brown,-0.001848533295,-0.2521618436,-0.02378139519,-0.2735841225,-0.1739654874,0.4844158512,0.2482030061,0.02000711976,0.9922649501,0.1788504904,0.9007304343,0.1434984043,0.3578875125,0.006674241687,0.1860002552,0.9164254664,MajorWave
Montipora_capitata_HIv3___RNAseq.g1701.t1,GO:0044248,cellular catabolic process,1678,696,645.21,0.00288,Biological Processes,0.4147794994,brown,-0.001848533295,-0.2521618436,-0.02378139519,-0.2735841225,-0.1739654874,0.4844158512,0.2482030061,0.02000711976,0.9922649501,0.1788504904,0.9007304343,0.1434984043,0.3578875125,0.006674241687,0.1860002552,0.9164254664,MajorWave
Montipora_capitata_HIv3___RNAseq.g21007.t1,GO:0006518,peptide metabolic process,422,257,162.26,3.90E-05,Biological Processes,0.6090047393,brown,-0.2357620884,-0.5756408893,0.2402852334,-0.008609394185,0.1897842099,0.1950189831,0.2433016983,-0.09309222171,0.2097612085,0.0008737346925,0.200893674,0.9639856662,0.3151432398,0.3017287825,0.1951257121,0.6246392244,MajorWave
Montipora_capitata_HIv3___RNAseq.g21007.t1,GO:0043043,peptide biosynthetic process,335,201,128.81,5.90E-15,Biological Processes,0.6,brown,-0.2357620884,-0.5756408893,0.2402852334,-0.008609394185,0.1897842099,0.1950189831,0.2433016983,-0.09309222171,0.2097612085,0.0008737346925,0.200893674,0.9639856662,0.3151432398,0.3017287825,0.1951257121,0.6246392244,MajorWave
Montipora_capitata_HIv3___RNAseq.g21007.t1,GO:0043604,amide biosynthetic process,455,260,174.95,3.20E-13,Biological Processes,0.5714285714,brown,-0.2357620884,-0.5756408893,0.2402852334,-0.008609394185,0.1897842099,0.1950189831,0.2433016983,-0.09309222171,0.2097612085,0.0008737346925,0.200893674,0.9639856662,0.3151432398,0.3017287825,0.1951257121,0.6246392244,MajorWave
Montipora_capitata_HIv3___RNAseq.20831_t,GO:0044248,cellular catabolic process,1678,696,645.21,0.00288,Biological Processes,0.4147794994,black,-0.2178080592,-0.2422464705,-0.2400022093,-0.1796027075,-0.05504822201,-0.1728208138,0.2072238586,0.8515436017,0.2475833034,0.1971302686,0.2014408298,0.3422761494,0.7726434511,0.3611084102,0.2718710774,2.44E-09,MajorWave
Montipora_capitata_HIv3___RNAseq.g43315.t1,GO:0016310,phosphorylation,1280,478,492.18,1.40E-07,Biological Processes,0.3734375,brown,-0.4365617499,-0.2743314829,-0.4495465307,-0.0806192228,0.03475451214,0.143191863,0.6342195688,0.4134871019,0.01586697035,0.142364197,0.01269156381,0.6719325373,0.8553280788,0.4503263269,0.000167578167,0.02313169685,MajorWave
Montipora_capitata_HIv3___RNAseq.g43315.t1,GO:0032868,response to insulin,229,106,88.05,0.00413,Biological Processes,0.4628820961,brown,-0.4365617499,-0.2743314829,-0.4495465307,-0.0806192228,0.03475451214,0.143191863,0.6342195688,0.4134871019,0.01586697035,0.142364197,0.01269156381,0.6719325373,0.8553280788,0.4503263269,0.000167578167,0.02313169685,MajorWave
Montipora_capitata_HIv3___RNAseq.g43315.t1,GO:0045471,response to ethanol,198,92,76.13,0.00165,Biological Processes,0.4646464646,brown,-0.4365617499,-0.2743314829,-0.4495465307,-0.0806192228,0.03475451214,0.143191863,0.6342195688,0.4134871019,0.01586697035,0.142364197,0.01269156381,0.6719325373,0.8553280788,0.4503263269,0.000167578167,0.02313169685,MajorWave
Montipora_capitata_HIv3___RNAseq.g14903.t1,GO:0002181,cytoplasmic translation,115,97,44.22,1.10E-26,Biological Processes,0.8434782609,brown,-0.3076954025,-0.3567669282,-0.5856937241,-0.09388727582,0.1918374644,0.2572851826,0.5399558935,0.3432779341,0.09810434212,0.05295504569,0.0006728606584,0.6216711459,0.3098381624,0.1698874556,0.002071382225,0.06328177239,MajorWave
Montipora_capitata_HIv3___RNAseq.g14903.t1,GO:0006518,peptide metabolic process,422,257,162.26,3.90E-05,Biological Processes,0.6090047393,brown,-0.3076954025,-0.3567669282,-0.5856937241,-0.09388727582,0.1918374644,0.2572851826,0.5399558935,0.3432779341,0.09810434212,0.05295504569,0.0006728606584,0.6216711459,0.3098381624,0.1698874556,0.002071382225,0.06328177239,MajorWave
Montipora_capitata_HIv3___RNAseq.g14903.t1,GO:0043043,peptide biosynthetic process,335,201,128.81,5.90E-15,Biological Processes,0.6,brown,-0.3076954025,-0.3567669282,-0.5856937241,-0.09388727582,0.1918374644,0.2572851826,0.5399558935,0.3432779341,0.09810434212,0.05295504569,0.0006728606584,0.6216711459,0.3098381624,0.1698874556,0.002071382225,0.06328177239,MajorWave
Montipora_capitata_HIv3___RNAseq.g14903.t1,GO:0043604,amide biosynthetic process,455,260,174.95,3.20E-13,Biological Processes,0.5714285714,brown,-0.3076954025,-0.3567669282,-0.5856937241,-0.09388727582,0.1918374644,0.2572851826,0.5399558935,0.3432779341,0.09810434212,0.05295504569,0.0006728606584,0.6216711459,0.3098381624,0.1698874556,0.002071382225,0.06328177239,MajorWave
Montipora_capitata_HIv3___RNAseq.g7718.t1,GO:0006886,intracellular protein transport,782,317,300.69,4.50E-06,Biological Processes,0.405370844,black,0.1733179151,-0.02029188587,-0.01157256155,-0.002006063786,-0.162820581,-0.3856841641,0.1110889813,0.2502753524,0.3597075549,0.9152401403,0.9516028508,0.9916057976,0.389971821,0.03529712692,0.5589386536,0.1822330487,MajorWave
Montipora_capitata_HIv3___RNAseq.g7718.t1,GO:0015833,peptide transport,1173,479,451.04,0.00521,Biological Processes,0.4083546462,black,0.1733179151,-0.02029188587,-0.01157256155,-0.002006063786,-0.162820581,-0.3856841641,0.1110889813,0.2502753524,0.3597075549,0.9152401403,0.9516028508,0.9916057976,0.389971821,0.03529712692,0.5589386536,0.1822330487,MajorWave
Montipora_capitata_HIv3___RNAseq.g26407.t1b,GO:0018279,protein N-linked glycosylation via asparagine,44,25,16.92,0.00261,Biological Processes,0.5681818182,brown,-0.2940855755,-0.3585785124,-0.4067996833,-0.3258395844,0.2072414761,0.2426534442,0.3790416407,0.54274822,0.1146942995,0.05167603489,0.02568513113,0.07888771508,0.2718294131,0.1963554829,0.03885894503,0.001942672384,MajorWave
Montipora_capitata_HIv3___RNAseq.g26407.t1b,GO:0035010,encapsulation of foreign target,32,22,12.3,0.00278,Biological Processes,0.6875,brown,-0.2940855755,-0.3585785124,-0.4067996833,-0.3258395844,0.2072414761,0.2426534442,0.3790416407,0.54274822,0.1146942995,0.05167603489,0.02568513113,0.07888771508,0.2718294131,0.1963554829,0.03885894503,0.001942672384,MajorWave
Montipora_capitata_HIv3___RNAseq.g47134.t1,GO:0044248,cellular catabolic process,1678,696,645.21,0.00288,Biological Processes,0.4147794994,black,-0.1446726038,0.02793004929,-0.162848559,-0.4164186335,-0.2529852234,-0.1799473131,0.2927826936,0.8183009981,0.4456064514,0.8835210266,0.389889267,0.02208001807,0.1773880613,0.3413353802,0.1163855542,3.32E-08,MajorWave
Montipora_capitata_HIv3___RNAseq.g27650.t1,GO:0035735,intraciliary transport involved in cilium assembly,29,21,11.15,0.00021,Biological Processes,0.724137931,brown,-0.3301398001,-0.5885324398,-0.3518206897,0.1254341142,0.05778789179,0.2275856057,0.5889715658,0.2283106594,0.07478974046,0.0006240473398,0.05657473647,0.5089624429,0.7616448386,0.226462812,0.0006167810636,0.2249466099,MajorWave
Montipora_capitata_HIv3___TS.g41890.t1,GO:0006518,peptide metabolic process,422,257,162.26,3.90E-05,Biological Processes,0.6090047393,brown,-0.1976934811,-0.3110510136,-0.4390466704,-0.4377599889,0.2682892292,0.4408888547,0.4511968903,0.2404291908,0.2950160757,0.09430758985,0.01521292624,0.01554872998,0.1517221836,0.01474266398,0.0123290219,0.2006157624,MajorWave
Montipora_capitata_HIv3___TS.g41890.t1,GO:0043043,peptide biosynthetic process,335,201,128.81,5.90E-15,Biological Processes,0.6,brown,-0.1976934811,-0.3110510136,-0.4390466704,-0.4377599889,0.2682892292,0.4408888547,0.4511968903,0.2404291908,0.2950160757,0.09430758985,0.01521292624,0.01554872998,0.1517221836,0.01474266398,0.0123290219,0.2006157624,MajorWave
Montipora_capitata_HIv3___TS.g41890.t1,GO:0043604,amide biosynthetic process,455,260,174.95,3.20E-13,Biological Processes,0.5714285714,brown,-0.1976934811,-0.3110510136,-0.4390466704,-0.4377599889,0.2682892292,0.4408888547,0.4511968903,0.2404291908,0.2950160757,0.09430758985,0.01521292624,0.01554872998,0.1517221836,0.01474266398,0.0123290219,0.2006157624,MajorWave
Montipora_capitata_HIv3___TS.g40836.t1,GO:0044248,cellular catabolic process,1678,696,645.21,0.00288,Biological Processes,0.4147794994,brown,-0.1596217825,-0.04233296326,-0.4745495106,-0.3477632593,0.1606580117,0.001113022107,0.2247459649,0.6329081057,0.3994765259,0.8242250387,0.008058607222,0.05968690592,0.3963832193,0.995342598,0.2324672094,0.0001745310741,MajorWave
Montipora_capitata_HIv3___RNAseq.g41160.t1,GO:0016310,phosphorylation,1280,478,492.18,1.40E-07,Biological Processes,0.3734375,brown,-0.3393047054,-0.1491011104,-0.3454084345,-0.3656019773,0.3064588898,0.4030622851,0.251888575,0.267841174,0.06660544728,0.4316508408,0.06155372057,0.04694658817,0.09953212256,0.02720964382,0.1793377187,0.1524333243,MajorWave
Montipora_capitata_HIv3___RNAseq.g41160.t1,GO:0022900,electron transport chain,126,74,48.45,0.00226,Biological Processes,0.5873015873,brown,-0.3393047054,-0.1491011104,-0.3454084345,-0.3656019773,0.3064588898,0.4030622851,0.251888575,0.267841174,0.06660544728,0.4316508408,0.06155372057,0.04694658817,0.09953212256,0.02720964382,0.1793377187,0.1524333243,MajorWave
Montipora_capitata_HIv3___RNAseq.g41160.t1,GO:0044248,cellular catabolic process,1678,696,645.21,0.00288,Biological Processes,0.4147794994,brown,-0.3393047054,-0.1491011104,-0.3454084345,-0.3656019773,0.3064588898,0.4030622851,0.251888575,0.267841174,0.06660544728,0.4316508408,0.06155372057,0.04694658817,0.09953212256,0.02720964382,0.1793377187,0.1524333243,MajorWave
Montipora_capitata_HIv3___RNAseq.g27074.t1,GO:0006099,tricarboxylic acid cycle,42,26,16.15,0.00172,Biological Processes,0.619047619,black,-0.2161174191,-0.1368370218,-0.1648631514,-0.09558574368,-0.1914675761,-0.2449101969,0.05505836396,0.9498760775,0.2513631131,0.4708831754,0.3839712892,0.6153499619,0.3107897161,0.1920973941,0.7726026543,1.14E-15,MajorWave
Montipora_capitata_HIv3___RNAseq.g27074.t1,GO:0006101,citrate metabolic process,45,28,17.3,0.00103,Biological Processes,0.6222222222,black,-0.2161174191,-0.1368370218,-0.1648631514,-0.09558574368,-0.1914675761,-0.2449101969,0.05505836396,0.9498760775,0.2513631131,0.4708831754,0.3839712892,0.6153499619,0.3107897161,0.1920973941,0.7726026543,1.14E-15,MajorWave
Montipora_capitata_HIv3___RNAseq.g27074.t1,GO:0046496,nicotinamide nucleotide metabolic process,131,74,50.37,0.00119,Biological Processes,0.5648854962,black,-0.2161174191,-0.1368370218,-0.1648631514,-0.09558574368,-0.1914675761,-0.2449101969,0.05505836396,0.9498760775,0.2513631131,0.4708831754,0.3839712892,0.6153499619,0.3107897161,0.1920973941,0.7726026543,1.14E-15,MajorWave
Montipora_capitata_HIv3___RNAseq.g44216.t1,GO:0016310,phosphorylation,1280,478,492.18,1.40E-07,Biological Processes,0.3734375,brown,0.01763966281,-0.5052388486,0.2829455923,-0.260868496,-0.1052972032,0.07009922833,0.3821872305,0.0674137661,0.9262864664,0.004402205015,0.1297575176,0.1638108362,0.5797339099,0.7128076041,0.0371378834,0.7233734581,MajorWave
Montipora_capitata_HIv3___TS.g17089.t2a,GO:0009132,nucleoside diphosphate metabolic process,80,39,30.76,0.00652,Biological Processes,0.4875,brown,-0.4444928372,-0.27221474,-0.4883398073,-0.1824278418,0.4152041083,0.3554101838,0.2354841664,0.3911503517,0.01385762033,0.145593575,0.0061827952,0.3346098149,0.02251085466,0.05392919904,0.2103146625,0.03256777988,MajorWave
Montipora_capitata_HIv3___TS.g17089.t2a,GO:0009167,purine ribonucleoside monophosphate metabolic proce...,172,103,66.14,1.10E-06,Biological Processes,0.5988372093,brown,-0.4444928372,-0.27221474,-0.4883398073,-0.1824278418,0.4152041083,0.3554101838,0.2354841664,0.3911503517,0.01385762033,0.145593575,0.0061827952,0.3346098149,0.02251085466,0.05392919904,0.2103146625,0.03256777988,MajorWave
Montipora_capitata_HIv3___TS.g17089.t2a,GO:0016310,phosphorylation,1280,478,492.18,1.40E-07,Biological Processes,0.3734375,brown,-0.4444928372,-0.27221474,-0.4883398073,-0.1824278418,0.4152041083,0.3554101838,0.2354841664,0.3911503517,0.01385762033,0.145593575,0.0061827952,0.3346098149,0.02251085466,0.05392919904,0.2103146625,0.03256777988,MajorWave
Montipora_capitata_HIv3___RNAseq.g48116.t1,GO:0016310,phosphorylation,1280,478,492.18,1.40E-07,Biological Processes,0.3734375,black,-0.3575055187,-0.3038212693,-0.3575055187,-0.2848956432,0.1046995087,0.04276237505,0.4250091865,0.7005883615,0.05243060323,0.1026300192,0.05243060323,0.1270211035,0.5818992813,0.8224700019,0.01922219427,1.63E-05,MajorWave
Montipora_capitata_HIv3___RNAseq.g48116.t1,GO:0060385,axonogenesis involved in innervation,22,15,8.46,0.00451,Biological Processes,0.6818181818,black,-0.3575055187,-0.3038212693,-0.3575055187,-0.2848956432,0.1046995087,0.04276237505,0.4250091865,0.7005883615,0.05243060323,0.1026300192,0.05243060323,0.1270211035,0.5818992813,0.8224700019,0.01922219427,1.63E-05,MajorWave
Montipora_capitata_HIv3___TS.g21226.t3,GO:0006518,peptide metabolic process,422,257,162.26,3.90E-05,Biological Processes,0.6090047393,black,0.1089050741,0.03100589692,-0.18171892,-0.5017145617,-0.2647914385,-0.03774978537,0.2762649827,0.5690064973,0.5667396017,0.8707948491,0.3365236509,0.004731998306,0.1573375701,0.8430069671,0.1394600924,0.001033438575,MajorWave
Montipora_capitata_HIv3___TS.g21226.t3,GO:0015833,peptide transport,1173,479,451.04,0.00521,Biological Processes,0.4083546462,black,0.1089050741,0.03100589692,-0.18171892,-0.5017145617,-0.2647914385,-0.03774978537,0.2762649827,0.5690064973,0.5667396017,0.8707948491,0.3365236509,0.004731998306,0.1573375701,0.8430069671,0.1394600924,0.001033438575,MajorWave
Montipora_capitata_HIv3___TS.g21226.t3,GO:0043043,peptide biosynthetic process,335,201,128.81,5.90E-15,Biological Processes,0.6,black,0.1089050741,0.03100589692,-0.18171892,-0.5017145617,-0.2647914385,-0.03774978537,0.2762649827,0.5690064973,0.5667396017,0.8707948491,0.3365236509,0.004731998306,0.1573375701,0.8430069671,0.1394600924,0.001033438575,MajorWave
Montipora_capitata_HIv3___TS.g21226.t3,GO:0043604,amide biosynthetic process,455,260,174.95,3.20E-13,Biological Processes,0.5714285714,black,0.1089050741,0.03100589692,-0.18171892,-0.5017145617,-0.2647914385,-0.03774978537,0.2762649827,0.5690064973,0.5667396017,0.8707948491,0.3365236509,0.004731998306,0.1573375701,0.8430069671,0.1394600924,0.001033438575,MajorWave
Montipora_capitata_HIv3___TS.g27174.t2,GO:0002181,cytoplasmic translation,115,97,44.22,1.10E-26,Biological Processes,0.8434782609,brown,-0.2739025087,-0.3534598643,-0.4559177674,-0.3676842381,0.2317582172,0.364074961,0.490612129,0.3657661052,0.1430144177,0.05535424479,0.01133948535,0.04561266492,0.2178310798,0.04794438032,0.005912536909,0.04684033272,MajorWave
Montipora_capitata_HIv3___TS.g27174.t2,GO:0006413,translational initiation,141,88,54.22,1.20E-13,Biological Processes,0.6241134752,brown,-0.2739025087,-0.3534598643,-0.4559177674,-0.3676842381,0.2317582172,0.364074961,0.490612129,0.3657661052,0.1430144177,0.05535424479,0.01133948535,0.04561266492,0.2178310798,0.04794438032,0.005912536909,0.04684033272,MajorWave
Montipora_capitata_HIv3___TS.g27174.t2,GO:0006518,peptide metabolic process,422,257,162.26,3.90E-05,Biological Processes,0.6090047393,brown,-0.2739025087,-0.3534598643,-0.4559177674,-0.3676842381,0.2317582172,0.364074961,0.490612129,0.3657661052,0.1430144177,0.05535424479,0.01133948535,0.04561266492,0.2178310798,0.04794438032,0.005912536909,0.04684033272,MajorWave
Montipora_capitata_HIv3___TS.g27174.t2,GO:0015833,peptide transport,1173,479,451.04,0.00521,Biological Processes,0.4083546462,brown,-0.2739025087,-0.3534598643,-0.4559177674,-0.3676842381,0.2317582172,0.364074961,0.490612129,0.3657661052,0.1430144177,0.05535424479,0.01133948535,0.04561266492,0.2178310798,0.04794438032,0.005912536909,0.04684033272,MajorWave
Montipora_capitata_HIv3___TS.g27174.t2,GO:0043043,peptide biosynthetic process,335,201,128.81,5.90E-15,Biological Processes,0.6,brown,-0.2739025087,-0.3534598643,-0.4559177674,-0.3676842381,0.2317582172,0.364074961,0.490612129,0.3657661052,0.1430144177,0.05535424479,0.01133948535,0.04561266492,0.2178310798,0.04794438032,0.005912536909,0.04684033272,MajorWave
Montipora_capitata_HIv3___TS.g27174.t2,GO:0043604,amide biosynthetic process,455,260,174.95,3.20E-13,Biological Processes,0.5714285714,brown,-0.2739025087,-0.3534598643,-0.4559177674,-0.3676842381,0.2317582172,0.364074961,0.490612129,0.3657661052,0.1430144177,0.05535424479,0.01133948535,0.04561266492,0.2178310798,0.04794438032,0.005912536909,0.04684033272,MajorWave
Montipora_capitata_HIv3___RNAseq.g18759.t1,GO:0043312,neutrophil degranulation,321,175,123.43,2.20E-09,Biological Processes,0.5451713396,black,-0.09851786827,0.1684166016,-0.1454913475,-0.5352740611,-0.01458730432,-0.08889245807,0.2605768691,0.4631118575,0.6045009258,0.3736604384,0.4430081843,0.002303791154,0.9390158495,0.6404124533,0.1642995111,0.009960100404,MajorWave
